"","X","original_title","original_language","adult","backdrop_path","homepage","id","imdb_id","rent_options","buy_options","flatrate_options","all_uniq_providers","All_providers_nos","Rent_providers_nos","Buy_providers_nos","Stream_providers_nos","poster_path","release_date","status","title","video","genre","production_companies","belongs_to_collection","spoken_languages","production_countries","keywords","director","moreThan1ProductionCountry","moreThan1Genre","moreThan1ProductionCompany","moreThan1Keyword","moreThan1Director","moreThanSpokenLanguage","release_d","release_year","taglinepresent","collectionyes","revenue","budget","runtime","popularity","vote_average","vote_count","review_count","cast_size","crew_size","release_month","Imdb_Rating","Imdb_vote_count","profit_factor","Target","directedByAPopular","belongs_to_topProfitProdComp","avg_coll_revenue.x","avg_coll_revenue.y","release_week","movies_released_same_week","belongs_to_topProfitGenres","avg_rev_by_crew_size","avg_rev_by_cast_size","cast_crew_ratio","holidaymonth","costPerCapita"
"535",6728,"Tin Man","en",FALSE,"","",547463,"tt7107104","","","","",0,0,0,0,"/qVDTJJEN1CZ1Eeyd2IrH2RMqNWc.jpg","5/2/2017","Released","Tin Man",FALSE,"Drama ","","","en,","US ","parenthood ","Nathan Knox ",0,1,0,0,0,0,2017-05-02,"2017",0,0,134814,1500,10,0.6,7.5,0,1,7,5,5,6.5,896,8887.6,1,0,0,45072822.2708924,45072822.2708924,"18",125,1,49369049.8661417,42580617.5681063,1.4,0,125
"536",6729,"Hope in a Box","en",FALSE,"","",547346,"tt6187142","","","","",0,0,0,0,"/gfstgH71Wi84EjewOB4zgSvC2q2.jpg","4/7/2017","Released","Hope in a Box",FALSE,"Comedy ","","","","GB ","","Mick Dow ",0,0,0,0,0,0,2017-04-07,"2017",0,0,30,2000,9,0.6,10,0,3,2,2,4,8.6,5,-98.5,0,0,0,45072822.2708924,45072822.2708924,"14",121,1,56027727.4550265,44110052.5939716,1,0,500
"537",6735,"Myth Kill Joke","zh",FALSE,"/mZfA434xuz4u7AUew8VRw7KFtSB.jpg","",547013,"tt6571670","","","","",0,0,0,0,"/f4KsxjCM4laIUFRv2FiVde0SSsi.jpg","5/5/2017","Released","Myth Kill Joke",FALSE,"","","","zh,","","","Marlon Albrecht ",0,0,0,0,0,0,2017-05-05,"2017",0,0,25139,69000000,94,0.6,5.5,0,1,5,9,5,9.4,134,-99.9635666666667,0,0,0,45072822.2708924,45072822.2708924,"18",125,1,35081845.7022901,36882370.2920696,0.833333333333333,0,4928571.42857143
"538",6743,"Sanduíche Elétrico","pt",FALSE,"","",545399,"","","","","",0,0,0,0,"/jyfqOPc6vVYgEgLV1VgLJS0KWMf.jpg","4/28/2017","Released","Electric Sandwich",FALSE,"Comedy ","","","xx,","BR ","sandwich ","Paulo Barretto ",0,1,0,1,0,0,2017-04-28,"2017",1,0,215832199,3,11,0.6,10,1,4,4,3,4,6,2933,7194406533.33333,1,0,0,45072822.2708924,45072822.2708924,"17",112,1,29673379.7792208,46591326.2972973,1.33333333333333,0,0.428571428571429
"539",6805,"Winter's Watch","en",FALSE,"/iqoIJPK5vWnq2fjIGpZC1a6KsWV.jpg","",537569,"tt6149806","","","","",0,0,0,0,"/iiJ1zOuORVOjZNcJXTfDryxXcxm.jpg","2/18/2017","Released","Winter's Watch",FALSE,"Documentary ","","","en,","US ","island ","Brian Bolster ",0,0,0,1,0,0,2017-02-18,"2017",0,0,1303459585,3000,14,0.6,8.1,0,1,1,16,2,7.3,10,43448552.8333333,1,0,0,45072822.2708924,45072822.2708924,"07",118,1,68801771.7606838,58604971.7751756,0.0625,0,176.470588235294
"540",6813,"We're Not Promised Tomorrow","en",FALSE,"","https://www.youtube.com/watch?v=fAqcaMC_PiU&t=246s",536539,"","","","","",0,0,0,0,"","4/21/2017","Released","We're Not Promised Tomorrow",FALSE,"Documentary ","","","en,","US ","love ","Robert Stockstill ",0,0,0,1,0,0,2017-04-21,"2017",0,0,3945729,500,5,0.6,6.6,0,1,6,3,4,6.3,374,789045.8,1,0,0,45072822.2708924,45072822.2708924,"16",122,1,29673379.7792208,30748111.2213542,2,0,55.5555555555556
"541",6815,"Steamwrecked","en",FALSE,"","",536422,"tt7108168","Amazon Video,","Amazon Video,","Amazon Prime Video,","Amazon Prime Video, Amazon Video",2,1,1,1,"/cX5ts4VLV667ZwYSHYQaRIipZrT.jpg","4/24/2017","Released","Steamwrecked",FALSE,"Action ","","","en,","US ","zeppelin ","Christopher Matista ",0,1,0,1,0,0,2017-04-24,"2017",0,0,5,20000,18,0.6,7,1,1,2,2,4,7.6,7,-99.975,0,0,0,45072822.2708924,45072822.2708924,"17",112,1,56027727.4550265,44110052.5939716,1,0,5000
"542",6816,"Leroy","en",FALSE,"/kuXF2SB3b2wzSPdUKH7rzdkYikC.jpg","http://www.hazeyjanefilms.com/",536342,"tt6232598","","","","",0,0,0,0,"/jFbExpRloAeWZL1Yz38g8nqPRxg.jpg","3/1/2017","Released","Leroy",FALSE,"","Hazey Jane Films ","","en,","GB ","","Marley Morrison ",0,0,0,0,0,0,2017-03-01,"2017",0,0,10,5300,21,0.6,10,1,1,7,2,3,6.1,11,-99.811320754717,0,0,0,45072822.2708924,45072822.2708924,"09",149,1,56027727.4550265,42580617.5681063,3.5,0,588.888888888889
"543",6827,"Tres Cuerpos En La Maleta","es",FALSE,"","",534511,"tt6572750","","","","",0,0,0,0,"/ccubfMsk1sRITdZex8Kg0Lq7cPI.jpg","2/22/2017","Released","Three Bodies In The Suitcase",FALSE,"Action ","","","es,","","","Joaquín Campos Astroza ",0,0,0,0,0,0,2017-02-22,"2017",0,0,47078545,152,16,0.602,3.8,0,7,8,6,2,8.1,7,30972626.9736842,1,0,0,45072822.2708924,45072822.2708924,"08",97,1,36876511.0084034,41345637.8576642,1.33333333333333,0,10.8571428571429
"544",6850,"Splinter","en",FALSE,"","",532140,"","","","","",0,0,0,0,"/4hdqwsD81HkEMBkaYUdtxuSCvbE.jpg","5/10/2017","Released","Splinter",FALSE,"Fantasy ","","","","","","Curtiz Matzke ",0,0,0,0,0,0,2017-05-10,"2017",0,0,32893421,3,8,0.603,4.5,0,1,3,9,5,7.3,2461,1096447266.66667,1,0,0,45072822.2708924,45072822.2708924,"19",103,1,35081845.7022901,46409225.8003328,0.333333333333333,0,0.25
"545",6862,"Free To Ride: The Documentary","en",FALSE,"/5aZVZ7PdysPw6mXYJXtZXlSTfZS.jpg","http://kirwaninstitute.osu.edu/freetoride/",531178,"tt5939406","","","","",0,0,0,0,"/giEhp8E4tXe184MC1I8u7AdIZ5H.jpg","2/15/2017","Released","Free To Ride: The Documentary",FALSE,"Documentary ","Kirwan Institute ","","en,","US ","","Jamaal Bell ",0,0,0,0,0,0,2017-02-15,"2017",0,0,1200,200,56,0.6,10,1,1,4,2,2,6.8,118,500,1,0,0,45072822.2708924,45072822.2708924,"07",118,1,56027727.4550265,46591326.2972973,2,0,56981.8181818182
"546",6863,"From Here to Pisces Park","en",FALSE,"/oLfAu7ZtGXH20m2Xu8w2RA4mutP.jpg","https://vimeo.com/220165550",531030,"tt7070366","","","","",0,0,0,0,"/molFaHj3M7gg0JxzOAJDYb3YsAO.jpg","5/7/2017","Released","From Here to Pisces Park",FALSE,"Animation ","","","en,","","friendship ","Rebecca Moy ",0,0,0,1,0,0,2017-05-07,"2017",0,0,14590514,2,5,0.883,7,1,7,3,5,5,7.4,112,729525600,1,0,0,45072822.2708924,45072822.2708924,"18",125,1,49369049.8661417,46409225.8003328,0.6,0,0.25
"547",6873,"Local Kung Fu 2","en",FALSE,"","",529415,"tt6899304","","","","",0,0,0,0,"/dwGg4kQoPRwQ86F0JY2V5XYw1w0.jpg","4/19/2017","Released","Local Kung Fu 2",FALSE,"Action ","Kenny DB Films ","","as,","IN ","martial arts ","Kenny Basumatary ",0,1,0,1,0,0,2017-04-19,"2017",1,0,1251945,35000,124,0.6,10,0,1,9,6,4,7.7,51,3476.98571428571,1,0,0,45072822.2708924,45072822.2708924,"16",122,1,36876511.0084034,50839762.6893617,1.5,0,2333.33333333333
"548",6892,"A Man Full of Trouble","en",FALSE,"","",527709,"tt4319278","","","","",0,0,0,0,"/id2KveKCAgoc6sx47qnltJpwl75.jpg","5/21/2017","Released","A Man Full of Trouble",FALSE,"Comedy ","","","en,","","","Michael Johnston ",0,0,0,0,0,0,2017-05-21,"2017",0,0,482723,18000,20,0.6,5.7,0,4,3,2,5,6.7,594,2581.79444444444,1,0,0,45072822.2708924,45072822.2708924,"20",124,1,56027727.4550265,46409225.8003328,1.5,0,3600
"549",6913,"Theresa","en",FALSE,"","",526138,"tt7771858","","","","",0,0,0,0,"/1mdv6WMuckxz5GJ5K2MrdxY4o9N.jpg","4/21/2017","Released","Theresa",FALSE,"Drama ","Shoot The J Productions ","","en,","US ","waitress ","Jesse Dampolo ",0,1,0,1,0,0,2017-04-21,"2017",0,0,18370,1000,17,0.6,3,0,2,5,6,4,4.2,128,1737,1,0,0,45072822.2708924,45072822.2708924,"16",122,1,36876511.0084034,36882370.2920696,0.833333333333333,0,90.9090909090909
"550",6919,"Cottontail","en",FALSE,"","",525640,"tt5297612","","","","",0,0,0,0,"/rEcc1YybxWTzRLEzIkgORIw7FCZ.jpg","4/16/2017","Released","Cottontail",FALSE,"","","","","","","Andaç Haznedaroğlu ",0,0,0,0,0,0,2017-04-16,"2017",0,0,94539426,500,81,0.6,5,0,1,4,23,4,4.5,25,18907785.2,1,0,0,45072822.2708924,45072822.2708924,"15",107,1,41436753.296875,46591326.2972973,1.28571428571429,0,300000
"551",6928,"Vazio","en",FALSE,"","https://renatolmlopes06.webnode.com/in-komodo-producoes/",524380,"","","","","",0,0,0,0,"/oUDxYbxUNVrNdciVeXWdqWN9pwC.jpg","2/10/2017","Released","Emptyness",FALSE,"Drama ","In.Komodo ","","pt,","BR ","","Renato Luiz Mendes Lopes ",0,0,0,0,0,0,2017-02-10,"2017",1,0,1000000,10,10,0.6,6,1,1,1,3,2,2.5,46,9999900,1,0,0,45072822.2708924,45072822.2708924,"06",91,1,29673379.7792208,58604971.7751756,0.333333333333333,0,2.5
"552",6953,"Caffè Sospeso","it",FALSE,"","",521753,"tt6721132","","","Netflix,","Netflix,",1,0,0,1,"/xOqE6TmUecwMPw81FSAtkIAFSjV.jpg","5/7/2017","Released","Coffee for All",FALSE,"Documentary ","39Films ","","en,es,it,","AR ","coffee ","Fulvio Iannucci ",1,0,1,1,0,1,2017-05-07,"2017",1,0,78000,125000,69,1.4,6.5,4,1,3,8,5,5.7,272,-37.6,0,0,0,45072822.2708924,45072822.2708924,"18",125,1,34810055.4709677,46409225.8003328,0.375,0,11363.6363636364
"553",6968,"Dead Ink Archive","en",FALSE,"","",520259,"tt4651116","","","Fandor,","Fandor",1,0,0,1,"/kFR0sbalZ1GCXMvIDeW5ymwx9Wl.jpg","4/6/2017","Released","Dead Ink Archive",FALSE,"Romance ","","","","","short ","David Schendel ",0,0,0,0,0,0,2017-04-06,"2017",1,0,104048,10,16,0.6,6.3,0,2,2,1,4,7.5,6,1040380,1,0,0,45072822.2708924,45072822.2708924,"14",121,1,44533579.3385301,44110052.5939716,2,0,3.33333333333333
"554",7042,"Acha Acha Cucaracha: Cucaño Ataca Otra Vez","en",FALSE,"","",514713,"tt6977650","","","","",0,0,0,0,"/eKOgOBjIuxDnmK8MsbrNWeCXwlc.jpg","4/20/2017","Released","Acha Acha Cucaracha: Cucaño Strikes Again",FALSE,"Documentary ","","","es,","AR ","","Mario Piazza ",0,0,0,0,0,0,2017-04-20,"2017",0,0,3175644,40000,75,0.602,6.9,0,2,3,1,4,5.8,76984,7839.11,1,0,0,45072822.2708924,45072822.2708924,"16",122,1,44533579.3385301,46409225.8003328,3,0,6153.84615384615
"555",7051,"Cause You'll Always Be My Baby","en",FALSE,"","",514164,"","","","","",0,0,0,0,"","5/30/2017","Released","Cause You'll Always Be My Baby",FALSE,"","","","","","","Sebastian Pinke ",0,0,0,0,0,0,2017-05-30,"2017",1,0,1732579,300,1,0.6,7.3,0,1,1,1,5,2.8,14432,577426.333333333,1,0,0,45072822.2708924,45072822.2708924,"22",112,1,44533579.3385301,58604971.7751756,1,0,150
"556",7052,"Crying","en",FALSE,"","",514158,"","","","","",0,0,0,0,"","5/31/2017","Released","Crying",FALSE,"","","","fr,","","","Sebastian Pinke ",0,0,0,0,0,0,2017-05-31,"2017",1,0,653355901,300,2,0.6,7.1,0,2,1,1,5,6.2,9,217785200.333333,1,0,0,45072822.2708924,45072822.2708924,"22",112,1,44533579.3385301,58604971.7751756,1,0,150
"557",7117,"Token","en",FALSE,"","",508746,"tt6857414","","","","",0,0,0,0,"/een4EBG7Z7M2ceMNkwehr9F1krk.jpg","4/29/2017","Released","Token",FALSE,"Drama ","","","en,","US ","teacher ","Tara Olayeye ",0,0,0,1,0,0,2017-04-29,"2017",0,0,55429,16,6,0.6,8,0,2,2,4,4,6.1,46,346331.25,1,0,0,45072822.2708924,45072822.2708924,"17",112,1,28656711.7981439,44110052.5939716,0.5,0,2.66666666666667
"558",7123,"Wayfarers","en",FALSE,"","http://www.garrettelmer.com/shortfilms/",508385,"","","","","",0,0,0,0,"/j1pI16yAIeI2Rn9yLuwUXvUPzEQ.jpg","5/26/2017","Released","Wayfarers",FALSE,"","","","en,","","","Garrett Elmer ",0,0,0,0,0,0,2017-05-26,"2017",1,0,351500,50,6,0.853,5.7,0,2,13,1,5,6.7,135890,702900,1,0,0,45072822.2708924,45072822.2708924,"21",100,1,44533579.3385301,50850760.6036585,13,0,28.5714285714286
"559",7148,"Bartholomew","en",FALSE,"","",506160,"tt6777642","","","","",0,0,0,0,"/oWISOioND4TqA9bxUG61Ty9AGPg.jpg","5/27/2017","Released","Bartholomew",FALSE,"Comedy ","","","en,","CA ","teen dating ","Elizabeth Becker ",0,0,0,0,0,0,2017-05-27,"2017",0,0,2291901,39000,20,0.6,7.5,0,1,5,5,5,8.2,372,5776.66923076923,1,0,0,45072822.2708924,45072822.2708924,"21",100,1,49369049.8661417,36882370.2920696,1,0,3900
"560",7163,"Death Ballad","en",FALSE,"","",504875,"tt6780440","","","","",0,0,0,0,"","4/12/2017","Released","Death Ballad",FALSE,"","","","","","","Ing K. ",0,0,0,0,0,0,2017-04-12,"2017",0,0,19109023,100,113,0.6,9,0,1,5,2,4,6,186,19108923,1,0,0,45072822.2708924,45072822.2708924,"15",107,1,56027727.4550265,36882370.2920696,25,0,14.2857142857143
"561",7180,"آذر","fa",FALSE,"/wQqQyt2mUR8w5S2OWB9sQ6rENI3.jpg","",503115,"tt6209534","","","","",0,0,0,0,"/lMi1xEmdjBfOb4myeCjiOsrC7WN.jpg","2/1/2017","Released","Azar",FALSE,"Drama ","","","fa,","IR ","","Mohammad Hamzei ",0,0,0,0,0,0,2017-02-01,"2017",0,0,10000,10000,93,0.6,4.3,4,1,10,5,2,4.7,178,0,0,0,0,45072822.2708924,45072822.2708924,"05",112,1,49369049.8661417,43051420.0570175,2,0,666.666666666667
"562",7182,"A False Sense of Bravado","en",FALSE,"","https://vimeo.com/218676339",502546,"tt7932362","","","","",0,0,0,0,"/9F0VrvTjoP8D1Xi8NcCq09NZWQ5.jpg","5/23/2017","Released","A False Sense of Bravado",FALSE,"Drama ","","","en,","GB ","fear ","Zak Chouay ",0,0,0,1,0,0,2017-05-23,"2017",0,0,57600,70,1,0.633,2,1,2,1,6,5,6.7,18522,82185.7142857143,1,0,0,45072822.2708924,45072822.2708924,"21",100,1,36876511.0084034,58604971.7751756,0.166666666666667,0,10
"563",7210,"about them.","en",FALSE,"/or09EjaTcLnK9iUnKadNSKYjmnS.jpg","",500362,"tt6658440","","","","",0,0,0,0,"/mYA29YFWUzwHyWr2c4Q7VAsSdLi.jpg","2/14/2017","Released","about them.",FALSE,"","","","","US ","","Justin Boswick ",0,0,0,0,0,0,2017-02-14,"2017",1,0,1319566,250,19,0.6,10,1,4,4,7,2,5.6,11979,527726.4,1,0,0,45072822.2708924,45072822.2708924,"07",118,1,50747392.8125,46591326.2972973,0.571428571428571,0,22.7272727272727
"564",7224,"Los débiles","es",FALSE,"","",499549,"tt6822106","","","","",0,0,0,0,"/kzwORgakAmWyM9QwrDvAGLAEjTv.jpg","3/6/2017","Released","The Weak Ones",FALSE,"Crime ","","","es,","MX ","mexico ","Eduardo Giralt Brun ",0,1,0,1,0,0,2017-03-06,"2017",0,0,4,133000,65,0.6,5.7,3,4,8,12,3,6.1,59,-99.996992481203,0,0,0,45072822.2708924,45072822.2708924,"10",137,1,46087796.1717791,41345637.8576642,0.666666666666667,0,6650
"565",7249,"My Clown","en",FALSE,"","",497205,"tt7724600","","","","",0,0,0,0,"/geUBZq6Xaz4L8ptiPr5rbeki8Z3.jpg","3/24/2017","Released","My Clown",FALSE,"Romance ","","","","","","Antonio Sequeira ",0,1,0,0,0,0,2017-03-24,"2017",0,0,113231078,271,5,0.6,6.3,0,54,22,2,3,6.1,49,41782585.6088561,1,0,0,45072822.2708924,45072822.2708924,"12",114,1,56027727.4550265,52402890.1355932,11,0,332.047619047619
"566",7277,"Far From The Tree","en",FALSE,"","",494808,"tt6022842","","","","",0,0,0,0,"/3kCtKM8UUYHaoY6dVhH4hPoAXm5.jpg","4/30/2017","Released","Far From The Tree",FALSE,"Drama ","WOW Films ","","en,","US ","short ","Ali Kalthami ",0,0,0,0,0,0,2017-04-30,"2017",0,0,45056771,25000,17,0.633,10,1,3,6,10,4,9.4,5,180127.084,1,0,0,45072822.2708924,45072822.2708924,"17",112,1,54533781.5637066,30748111.2213542,0.6,0,1562.5
"567",7280,"Herbalist Doctor Detective","en",FALSE,"/mSlBFYZbcsW4KfF6888vvIKLDg1.jpg","https://movie.douban.com/subject/27003533/",494341,"tt7249494","","","","",0,0,0,0,"/zrxWNt9ekcM8fhcMFgu1A5KEa1B.jpg","5/25/2017","Released","Herbalist Doctor Detective",FALSE,"Romance ","","","","CN ","","arc ",0,1,0,0,0,0,2017-05-25,"2017",0,0,6890000,250000,10,0.6,6.8,0,2,2,13,5,6.3,42,2656,1,0,0,45072822.2708924,45072822.2708924,"21",100,1,40889803.5944056,44110052.5939716,0.5625,0,8.33333333333333
"568",7288,"Epilogue","en",FALSE,"","",493693,"tt7451878","","","","",0,0,0,0,"/3Rg7qwN2NCMSZjwiZT2ls7fFHUw.jpg","5/8/2017","Released","Epilogue",FALSE,"","","","en,","US ","","Aaron Bartuska ",0,0,0,0,0,0,2017-05-08,"2017",0,0,2325977,2000,71,0.6,5.8,0,1,2,6,5,6.4,6,116198.85,1,0,0,45072822.2708924,45072822.2708924,"19",103,1,36876511.0084034,44110052.5939716,0.333333333333333,0,250
"569",7319,"Posto","bn",FALSE,"/6YiPQUjXtW7J3eiKwrgNVAQgbcW.jpg","https://in.bookmyshow.com/movies/posto/ET00049362",490229,"tt6789386","","","Hotstar,","Hotstar",1,0,0,1,"/bpoO58EhmcClPuLXVW8SI5MYYv8.jpg","5/12/2017","Released","Posto",FALSE,"Drama ","Windows Production House ","","bn,","IN ","woman director ","Nandita Roy ",0,1,0,0,0,0,2017-05-12,"2017",0,0,221774,1000000,150,0.6,8.3,4,3,5,12,5,7.5,764,-77.8226,0,0,0,45072822.2708924,45072822.2708924,"19",103,1,46087796.1717791,36882370.2920696,0.416666666666667,0,58823.5294117647
"570",7356,"Happy Breakup","en",FALSE,"/1Mk6nngubC5d64dWqxvRUMFQn1a.jpg","",488214,"tt7284022","","","","",0,0,0,0,"/ab50xD7lvuIp0ePqSbYo8TkKZAC.jpg","5/17/2017","Released","Happy Breakup",FALSE,"Romance ","","","","PH ","","Roe Pajemna ",0,0,0,0,0,0,2017-05-17,"2017",0,0,47862188,700,94,0.6,6.6,0,1,9,2,5,7.2,12,6837355.42857143,1,0,0,45072822.2708924,45072822.2708924,"20",124,1,56027727.4550265,50839762.6893617,4.5,0,63.6363636363636
"571",7459,"Madhouse Mitchel","en",FALSE,"/9DRM1AE3GsaYVYl29uNY5ZRryCW.jpg","http://mutantfishproductions.com/index.htm",480015,"tt6987982","","","","",0,0,0,0,"/6ocdKNdzkuvQvpq5UQlBBwp4Hbu.jpg","4/20/2017","Released","Madhouse Mitchel",FALSE,"Animation ","Mutant Fish Productions ","","en,","US ","corruption ","Aaron Dylan Kearns ",0,1,0,1,0,0,2017-04-20,"2017",0,0,100000,150,14,0.6,9,0,2,9,4,4,6.6,119,66566.6666666667,1,0,0,45072822.2708924,45072822.2708924,"16",122,1,28656711.7981439,50839762.6893617,2.25,0,10
"572",7467,"Penny Slinger: Out of the Shadows","en",FALSE,"","",479238,"tt6875836","Apple iTunes,Google Play Movies,YouTube,Vudu,","Apple iTunes,Google Play Movies,YouTube,Vudu,","","Vudu, Google Play Movies, Apple iTunes, YouTube",4,4,4,0,"/oY0TYY9KS7sY0jwHL9UlXUE2Z9I.jpg","3/4/2017","Released","Penny Slinger: Out of the Shadows",FALSE,"Documentary ","","","en,","","","Richard Kovitch ",0,0,0,0,0,0,2017-03-04,"2017",0,0,75000,10622,98,0.6,3.8,0,2,22,1,3,8.1,13,606.081717190736,1,0,0,45072822.2708924,45072822.2708924,"09",149,1,44533579.3385301,52402890.1355932,22,0,133.333333333333
"573",7521,"JDF16","en",FALSE,"","",474865,"tt6816008","","","","",0,0,0,0,"/tiDGcyRCVru9r0E7r9llr28cka7.jpg","4/12/2017","Released","JDF16",FALSE,"Documentary ","","","en,es,","","","Laura Prieto Uribe ",0,0,0,0,0,1,2017-04-12,"2017",1,0,18377736,100000,51,0.6,10,0,2,32,14,4,6.5,934,18277.736,1,0,0,45072822.2708924,45072822.2708924,"15",107,1,42764473.1428571,59285478.5454545,2.28571428571429,0,2.85714285714286
"574",7543,"The Guardian","en",FALSE,"","",473124,"tt5594956","","","","",0,0,0,0,"/7O0f7IUunk2BZTA7FeYa4RGKFKq.jpg","2/9/2017","Released","The Guardian",FALSE,"Adventure ","","","en,","","teen movie ","Logan Taffe ",0,1,0,1,0,0,2017-02-09,"2017",1,0,2746207,200,72,0.6,8,1,1,3,4,2,7,18,1373003.5,1,0,0,45072822.2708924,45072822.2708924,"06",91,1,28656711.7981439,46409225.8003328,0.75,0,28.5714285714286
"575",7572,"Avec l'amour","mk",FALSE,"","https://aveclamour.xyz",470796,"tt5759506","","","","",0,0,0,0,"/5Q2IjeVnCvuxIWwXl3rXF3p4x0G.jpg","5/2/2017","Released","Avec l'amour",FALSE,"Documentary ","Trice Films ","","mk,","MK ","oldtimer ","Ilija Cvetkovski ",0,0,0,1,0,0,2017-05-02,"2017",1,0,114575,100000,67,0.6,7.7,3,2,2,3,5,9.2,208,14.575,1,0,0,45072822.2708924,45072822.2708924,"18",125,1,29673379.7792208,44110052.5939716,0.666666666666667,0,20000
"576",7579,"La chica del bañador verde","es",FALSE,"/utrxWcBhTmvfVo3dPEuFavCPHN5.jpg","",470329,"","","","","",0,0,0,0,"/7IZAiM0sEBcd2DZy1BQBwx7nG4g.jpg","3/17/2017","Released","La chica del bañador verde",FALSE,"Drama ","Visuales 2000 ","","es,","ES ","","María del Carmen Santana ",0,1,0,0,0,0,2017-03-17,"2017",0,0,20000,4000,5,0.6,9,1,1,4,4,3,6.6,245670,400,1,0,0,45072822.2708924,45072822.2708924,"11",137,1,28656711.7981439,46591326.2972973,1,0,500
"577",7585,"Thanatophobia","en",FALSE,"","",469971,"tt7020762","Amazon Video,","Amazon Video,","Amazon Prime Video,","Amazon Prime Video, Amazon Video",2,1,1,1,"/zCM5m8qSE2aYl7HodYtY1ZCmsXg.jpg","5/23/2017","Released","Thanatophobia",FALSE,"Thriller ","","","en,","US ","","Lainey Auwarter ",0,1,0,0,0,0,2017-05-23,"2017",0,0,300,5,10,0.6,10,1,1,5,6,5,7.1,93310,5900,1,0,0,45072822.2708924,45072822.2708924,"21",100,1,36876511.0084034,36882370.2920696,0.833333333333333,0,0.454545454545455
"578",7607,"Daydream Hotel","en",FALSE,"","",468307,"tt4642702","","","","",0,0,0,0,"/LMZn6QHJafHlBTh5dHdS8I07vH.jpg","2/12/2017","Released","Daydream Hotel",FALSE,"","","","","","","Tony Perri ",0,0,0,0,0,0,2017-02-12,"2017",0,0,3,35000,72,0.6,6.2,0,3,20,8,2,7.5,31,-99.9914285714286,0,0,0,45072822.2708924,45072822.2708924,"06",91,1,34810055.4709677,56641579.1058824,2.5,0,1250
"579",7614,"The Wheels on the Bus","ko",FALSE,"","",467996,"","Amazon Video,","Google Play Movies,Amazon Video,YouTube,","Amazon Prime Video,","Google Play Movies, Amazon Prime Video, YouTube, Amazon Video",4,1,3,1,"/g79oWHbcDimCqQ4dS4klQ1hAwbm.jpg","4/21/2017","Released","The Wheels on the Bus",FALSE,"Comedy ","Griffith University ","","","AU ","killing ","Joshua Long ",0,1,0,1,0,0,2017-04-21,"2017",1,0,6901965,800,10,0.6,7,0,5,2,5,4,2.9,171,862645.625,1,0,0,45072822.2708924,45072822.2708924,"16",122,1,49369049.8661417,44110052.5939716,0.4,0,114.285714285714
"580",7617,"All the Nightmares","en",FALSE,"","",467822,"","","","IndieFlix,","IndieFlix",1,0,0,1,"/ypgsHRLKKkYVn0gkmCeFDYRcPwS.jpg","3/3/2017","Released","All the Nightmares",FALSE,"Drama ","","","en,","DE ","","Paweł Cichoński ",1,1,0,0,0,0,2017-03-03,"2017",0,0,5400000,2328,8,0.6,10,0,6,2,12,3,4.2,206794,231858.762886598,1,0,0,45072822.2708924,45072822.2708924,"09",149,1,46087796.1717791,44110052.5939716,0.166666666666667,0,166.285714285714
"581",7618,"180 Seconds","en",FALSE,"","",467806,"tt6547398","","","","",0,0,0,0,"","2/17/2017","Released","180 Seconds",FALSE,"Drama ","Henro Media ","","en,","US ","pregnancy ","Fred Henry III ",0,0,0,0,0,0,2017-02-17,"2017",0,0,1,1,4,0.6,10,1,1,4,11,2,6,844,0,0,0,0,45072822.2708924,45072822.2708924,"07",118,1,39138517.6470588,46591326.2972973,0.363636363636364,0,0.0666666666666667
"582",7620,"Durga Sohay","bn",FALSE,"/8IAz0KfvT0HaGNcLkl33aICvGA7.jpg","",467586,"tt6774538","","","Hotstar,","Hotstar",1,0,0,1,"/uUupm7rWEcAbbosHwtOKFUWa4hY.jpg","4/28/2017","Released","Durga Sohay",FALSE,"Family ","AVMA Media ","","bn,","IN ","durga sohay ","Arindam Sil ",0,1,1,0,0,0,2017-04-28,"2017",0,0,6158,100000,101,0.6,6,1,1,10,17,4,6.6,247,-93.842,0,0,0,45072822.2708924,45072822.2708924,"17",112,1,32851298.0943396,43051420.0570175,0.588235294117647,0,3703.7037037037
"583",7625,"هلن","fa",FALSE,"/yHylBsh9NTugBhlw8LcZL5kcRSf.jpg","",467218,"","","","","",0,0,0,0,"/qDRkQtgy1iYOKczt7dJSzf32Gpu.jpg","2/22/2017","Released","Helen",FALSE,"Drama ","sooreh co ","","fa,","IR ","","Ali Akbar Saghafi ",0,0,0,0,0,0,2017-02-22,"2017",0,0,557241,30000,90,0.852,6.7,0,1,4,4,2,6.2,493,1757.47,1,0,0,45072822.2708924,45072822.2708924,"08",97,1,28656711.7981439,46591326.2972973,1,0,3750
"584",7628,"O Espirito do Bosque","pt",FALSE,"","",466799,"tt6772480","","","","",0,0,0,0,"/uuaGX5go7fNOONdpv4LNn3v0O5z.jpg","2/16/2017","Released","The spirit of the woods",FALSE,"Family ","Filmes da Garoa ","","pt,","BR ","forest ","Carla Saavedra Brychcy ",0,1,0,1,0,0,2017-02-16,"2017",0,0,11817275,15000,15,0.602,6,0,1,4,6,2,6.4,11,78681.8333333333,1,0,0,45072822.2708924,45072822.2708924,"07",118,1,36876511.0084034,46591326.2972973,0.666666666666667,0,1500
