,X,original_title,original_language,adult,budget,backdrop_path,homepage,id,imdb_id,Imdb_Rating,Imdb_vote_count,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,genre,production_companies,belongs_to_collection,spoken_languages,production_countries,review_count,keywords,cast_size,crew_size,director,moreThan1ProductionCountry,moreThan1Genre,moreThan1ProductionCompany,moreThan1Keyword,moreThan1Director,moreThanSpokenLanguage
21235,21235,Beirut,en,FALSE,0,/2nLOJ8gtattGzYzwlYM8PrcgknH.jpg,http://beirutmovie.com/,399248,tt4669264,6.4,18738,19.281,/s2qIeFsI9TskZr1LkSwljQDh5nl.jpg,4/11/2018,7258534,110,Released,"Beirut, 1982: The Paris of the Middle East Was Burning",Beirut,FALSE,6.2,329,Action ,Radar Pictures ,,"en,",US ,0,middle east ,16,17,Brad Anderson ,0,1,1,1,0,0
21236,21236,A.I. Rising,en,FALSE,395168,/sITKwjVEuqsYvtz1h7PMTukjCTD.jpg,http://www.ederlezi.org,505914,tt5215088,5.4,7243,16.029,/aXosp6MFBxYi4m6ZmE4u1auReHc.jpg,2/25/2018,0,85,Released,The Future Is Present,A.I. Rising,FALSE,4.4,124,Science Fiction ,Mir Media Group ,,"en,",RS ,0,artificial intelligence ,4,15,Lazar Bodroža ,1,1,1,1,0,0
21237,21237,Perdida,es,FALSE,667000,/ifAa0cKTTGGLCaHg65FceG5e4d0.jpg,http://www.bowfinger.es/en/perdida/,513223,tt7841496,5.6,4061,13.762,/6V5rUvf4wqqkqsJGPIleOAx7Qn2.jpg,4/19/2018,0,103,Released,Never stop searching,Perdida,FALSE,6.1,159,Drama ,Bowfinger ,,"es,",AR ,0,based on novel or book ,10,35,Alejandro Montiel ,1,1,1,1,0,0
21239,21239,"Don't Worry, He Won't Get Far on Foot",en,FALSE,0,/aZYjP0cS1zsDHgyvDo6ymxF5JEY.jpg,https://www.dontworry.movie,443009,tt6288124,6.9,21606,13.889,/rKsiN37qMt8jad5GikZzSeevyI9.jpg,4/4/2018,2066633,113,Released,,"Don't Worry, He Won't Get Far on Foot",FALSE,6.7,401,Comedy ,Anonymous Content ,,"en,",US ,0,portland ,71,32,Gus Van Sant ,0,1,1,1,0,0
21241,21241,Book Club,en,FALSE,10000000,/pozA8qiFEVY2A2ynM1mQwwhyQTW.jpg,http://www.bookclub.movie/,502682,tt6857166,6.1,25074,12.71,/6ORGBbOA45pfKQXvntPf46NoFGO.jpg,5/18/2018,78720293,104,Released,The next chapter is always the best.,Book Club,FALSE,6.1,501,Comedy ,June Pictures ,,"en,hu,es,",US ,0,book club ,41,72,Bill Holderman ,0,1,0,0,0,1
21243,21243,The Con Is On,en,FALSE,13000000,/g3MUGPpNcx9cZ94TAeJGXpJK8Iv.jpg,http://autumnproductions.ca/the-brits-are-coming/,353576,tt4685806,4.1,4747,17.5,/d4ZzzFOokK356jf6L6vUp3RKNvM.jpg,5/4/2018,0,90,Released,And it won't be their last,The Con Is On,FALSE,4.3,86,Comedy ,Autumn Productions ,,"en,",GB ,0,gambling ,16,15,James Oakley ,1,0,1,1,0,0
21246,21246,First Reformed,en,FALSE,3500000,/oXNtdwoRsG9MIpOjJHeT4xGjwbV.jpg,https://a24films.com/films/first-reformed,458737,tt6053438,7.1,47066,13.14,/p2UylV0hPefEuWPFMo1r56vu2nb.jpg,5/18/2018,2525738,113,Released,,First Reformed,FALSE,7,812,Drama ,Arclight Films ,,"en,",US ,2,christianity ,37,44,Paul Schrader ,0,0,1,1,0,0
21247,21247,Bad Samaritan,en,FALSE,0,/hFtgAVESS9EiIlvCmNCVs31SEYK.jpg,http://www.badsamaritanfilm.com,467632,tt3203528,6.5,18647,14.383,/fOG5Cj9URclWa0zyESPBuRCvAFh.jpg,4/19/2018,3435047,111,Released,,Bad Samaritan,FALSE,6.6,373,Thriller ,Electric Entertainment ,,"en,",US ,2,fbi ,28,79,Dean Devlin ,0,1,1,1,0,0
21248,21248,猫与桃花源,zh,FALSE,0,/jT1hG9WWOchfaLLgIqpD24T2PPM.jpg,,513386,tt7886614,4.8,847,12.834,/fRVcjiNmGf5SC9I3jHD8Ofw97r.jpg,4/5/2018,3186721,105,Released,Cats and Peachtopia,Cats,FALSE,5.6,24,Animation ,Light Chaser Animation Studios ,,"de,zh,en,",CN ,0,cat ,4,1,Gary Wang ,0,1,0,1,0,1
21250,21250,Taxi 5,fr,FALSE,24625000,/gO9KdIja23K3Dtg6T1U4vwMEaLA.jpg,,434355,tt7238392,4.7,8081,12.299,/yUs9qkQz8zPwi910jntTvrOmTOC.jpg,4/11/2018,38600000,102,Released,,Taxi 5,FALSE,5.7,712,Comedy ,ARP Sélection ,Taxi Collection,"fr,ja,",FR ,0,,42,36,Franck Gastambide ,0,1,1,0,0,1
21260,21260,Irreplaceable You,en,FALSE,10000000,/i60mGxEh6NT8qcR1sHDefmSTSCT.jpg,https://www.netflix.com/title/80184625,450489,tt6119856,6.4,8004,13.657,/hkflwtWCJffdDSwg63fdDFbwOvS.jpg,2/16/2018,0,96,Released,"Don't focus on what if, focus on what is.",Irreplaceable You,FALSE,7,552,Comedy ,Rocliffe Ltd. ,,"en,",US ,1,,21,5,Stephanie Laing ,0,1,1,0,0,0
21261,21261,Super Troopers 2,en,FALSE,13500000,/lXtS4sFvOtwnFBiezzJvOMC7b9W.jpg,http://www.brokenlizard.com/supertroopers2/,50022,tt0859635,6.1,23689,12.908,/57SZgdugVClIy22rfnANeBJ5KsN.jpg,4/19/2018,18850674,100,Released,The mustache rides. Again.,Super Troopers 2,FALSE,5.8,286,Comedy ,Broken Lizard Industries ,Super Troopers Collection,"en,",US ,1,police ,26,43,Jay Chandrasekhar ,0,1,1,1,0,0
21262,21262,红海行动,zh,FALSE,70000000,/uQNB6ccHv4uR21643xqyhK5Dk6W.jpg,,460555,tt6878882,6.7,6018,12.883,/6ctXBO0o5fKQvGdSJsPc8TAYCvp.jpg,2/16/2018,579220560,142,Released,,Operation Red Sea,FALSE,6.6,98,Action ,Bona Film Group ,,"ar,zh,en,",CN ,0,red sea ,22,14,Dante Lam ,1,1,1,1,0,1
21264,21264,The Miracle Season,en,FALSE,0,/sxj8EsehEt295QcqoF7g6VzX36p.jpg,https://www.miracleseason.movie/,425373,tt5427194,6.5,4566,12.628,/cIVYjwi8QcZ9AQk4WRYgW4iUmXb.jpg,4/13/2018,10230620,100,Released,Every point. Every game. Every match. Was for her....,The Miracle Season,FALSE,7.2,176,Drama ,Apex Entertainment ,,"en,",US ,0,volleyball ,36,4,Sean McNamara ,0,0,1,1,0,0
21265,21265,Hellraiser: Judgment,en,FALSE,500000,/zTxSCwlGgPcabtJ5KVoHUd1mTOV.jpg,,444149,tt5476182,4.3,4818,12.076,/nYlSoysJVSvfKhMMKB6PLbXuWUK.jpg,2/13/2018,0,81,Released,Evil seeks evil.,Hellraiser: Judgment,FALSE,5.3,140,Horror ,Dimension Films ,Hellraiser Collection,"en,",US ,1,pinhead ,15,13,Gary J. Tunnicliffe ,0,0,0,1,0,0
21268,21268,Eighth Grade,en,FALSE,2000000,/7cDZkagW1YTnT4nP1BYrLPSd04B.jpg,http://eighthgrade.movie/,489925,tt7014006,7.4,61182,14.577,/xTa9cLhGHfQ7084UvoPQ2bBXKqd.jpg,1/19/2018,13539709,94,Released,Based on the most awkward year of your life,Eighth Grade,FALSE,7.3,933,Comedy ,Scott Rudin Productions ,,"en,",US ,1,adolescence ,45,57,Bo Burnham ,0,1,1,1,0,0
21273,21273,Step Sisters,en,FALSE,10000000,/tcMZBatQfTzbe33DkUXRFVs9YR9.jpg,https://www.netflix.com/title/80158485,431072,tt5267472,5.4,3999,12.046,/cncHzM37IbohkBX7tlSTiULfIsO.jpg,1/19/2018,0,104,Released,Stomp it like it's hot,Step Sisters,FALSE,6.5,374,Comedy ,Broad Green Pictures ,,"en,",US ,0,dance ,19,3,Charles Stone III ,0,0,0,1,0,0
21274,21274,Ophelia,en,FALSE,12000000,/sNPS1pf3riNWsuCAh1iDwup6iaF.jpg,https://www.ifcfilms.com/films/ophelia,428836,tt5690810,6.6,7510,15.543,/7ItW1N2L2YIWVlZh1cg2Ylh3i8f.jpg,1/22/2018,242115,114,Released,Hamlet through her eyes.,Ophelia,FALSE,7.5,296,Romance ,Bobker / Kruger Films ,,"en,",GB ,1,,22,28,Claire McCarthy ,1,1,1,0,0,0
21277,21277,名探偵コナン ゼロの執行人,ja,FALSE,0,/kEqeponciiz6TyuKWtnKSzXzbGa.jpg,https://www.tms-e.co.jp/global/alltitles/conan/087322.html,493006,tt7880466,6.2,1203,13.436,/skJl9GXEXtKoPNtsgslS2swO3zp.jpg,4/13/2018,101860359,110,Released,Truth vs. Justice,Detective Conan: Zero the Enforcer,FALSE,5.6,78,Animation ,TMS Entertainment ,Detective Conan Collection,"ja,",JP ,0,falsely accused ,36,9,Yuzuru Tachikawa ,0,1,1,1,0,0
21279,21279,Unsane,en,FALSE,1500000,/ryTBPsoKl56rijJiQexw6qYOLpW.jpg,,467660,tt7153766,6.4,40008,15.773,/jvDBfavZASdKsJunu9VCAtXjLS2.jpg,2/21/2018,14293601,98,Released,Is she or isn't she?,Unsane,FALSE,6.2,1045,Horror ,Regency Enterprises ,,"en,",US ,2,stalker ,23,56,Steven Soderbergh ,0,1,1,1,0,0
21283,21283,Why Hide?,en,FALSE,314701,/mbg0ivDzQSOJJzt01DVMp3cdE2I.jpg,,515411,tt6998650,3.7,367,10.076,/sxxLOjUi7LByclijvHsO1qBQ44n.jpg,3/30/2018,0,85,Released,Christmas with friends can be a bloody nightmare,Christmas Presence,FALSE,5.1,11,Comedy ,Plenitude Productions ,,"en,",GB ,0,holiday ,7,9,James Edward Cook ,0,1,0,1,0,0
21285,21285,Todos lo saben,es,FALSE,11318430,/f91l9YEUGRlq4NRnYdIKbYf5FJv.jpg,,401545,tt4964788,6.9,28882,8.987,/1TuuM451os3NaltCwGfPCVL2BST.jpg,5/9/2018,17997350,132,Released,Who did it?,Everybody Knows,FALSE,6.5,648,Drama ,Lucky Red ,,"en,es,",FR ,1,madrid ,20,16,Asghar Farhadi ,1,0,1,1,0,1
21289,21289,Spinning Man,en,FALSE,8500000,/pZets03njJdLEI5TPHQuRKDLa6b.jpg,,458109,tt5616294,5.6,9490,15.205,/lvIIUOoY2PQRQ6syWchzkfNaXT1.jpg,4/6/2018,0,100,Released,The only truth is knowing you know nothing.,Spinning Man,FALSE,5.5,255,Mystery ,Chimney ,,"en,",IE ,1,student ,29,27,Simon Kaijser ,1,1,1,1,0,0
21290,21290,Tout le monde debout,fr,FALSE,7000000,/kq2Q91AUB6catLkjMdIyIfPha10.jpg,,458534,tt6838702,6.5,3907,12.704,/h065db1br7f9VW0x0LkOVfdtZqG.jpg,3/14/2018,0,107,Released,,Rolling to You,FALSE,6.6,560,Comedy ,Gaumont ,,"fr,",BE ,0,handicapped ,32,2,Franck Dubosc ,1,1,1,0,0,0
21294,21294,Bent,en,FALSE,0,/6yoLAbC4wnriSswgz6RCShOYKNg.jpg,,505579,tt2237324,5.2,3959,13.42,/xUqimeu4KzFeqTvblNLvG8Y1DAo.jpg,3/9/2018,55429,96,Released,Corruption has it's own set of rules.,Bent,FALSE,5.4,102,Thriller ,Grindstone Entertainment Group ,,"en,",ES ,1,revenge ,34,26,Robert Moresco ,1,1,1,0,0,0
21299,21299,Campeones,es,FALSE,4920975,/tr6wxDjHT7N0otTOEzWBZcVwo8N.jpg,,456929,tt6793580,7.3,8744,9.385,/m5z4Ud6Ya5EY3Eg3OBbVBaDKWK.jpg,4/6/2018,20121318,124,Released,When winning isn't everything,Champions,FALSE,7.5,489,Drama ,Películas Pendelton ,,"es,",ES ,0,sports ,24,2,Javier Fesser ,0,1,1,1,0,0
21304,21304,Lean on Pete,en,FALSE,8000000,/a26Gj4TqFKEdku1XLIWLFpzUgv4.jpg,http://leanonpete-movie.com,407890,tt5340300,7.2,11184,13.09,/7SuPHSo9Uw8GACkP2oPst512Qhl.jpg,4/6/2018,2455027,121,Released,You can’t get anywhere on your own,Lean on Pete,FALSE,6.8,211,Drama ,The Bureau ,,"en,",GB ,1,horse race ,29,78,Andrew Haigh ,0,1,1,1,0,0
21307,21307,Duck Butter,en,FALSE,0,/AeBPmquDuiMgmYdrFzJ8zWrmRR3.jpg,https://theorchard.tv/duck-butter,499319,tt6958014,5.3,3075,10.829,/zQkNvLOudRFzpmLfDY8q2fcSOtE.jpg,4/27/2018,6877,94,Released,,Duck Butter,FALSE,5.2,141,Drama ,Duplass Brothers Productions ,,"en,es,",US ,0,film in film ,35,96,Miguel Arteta ,0,1,0,1,0,1
21312,21312,Dear Dictator,en,FALSE,6700000,/5G8PalDsnCuV0oB7HkeFyQQcfLE.jpg,,418667,tt5779540,5,3701,13.431,/2YFCAAZUUpj66gLAMqRhwpY1U34.jpg,3/16/2018,0,90,Released,She thought she was a rebel... Until she met a real one,Dear Dictator,FALSE,5.7,113,Comedy ,Cinedigm Entertainment ,,"en,",US ,0,dictator ,34,46,Joe Syracuse ,0,0,1,1,0,0
21314,21314,On Chesil Beach,en,FALSE,745971,/lX3ag7lRucBnplL2nQiYkOyssbj.jpg,https://bleeckerstreetmedia.com/onchesilbeach,391714,tt1667321,6.3,9648,14.519,/7uRdd5NawI9iTQ5oWIKYjqNkyc1.jpg,1/19/2018,3335913,110,Released,A different time. A different love.,On Chesil Beach,FALSE,6.2,241,Drama ,Number 9 Films ,,"en,",GB ,0,sexual abuse ,46,38,Dominic Cooke ,0,1,1,1,0,0
21316,21316,El cuaderno de Sara,es,FALSE,1000000,/dY3ZdXAQiHXNZcZ4vSVVNmIgkdv.jpg,,449019,tt6599742,5.9,2387,10.761,/m9FODCCEse9e32sqso14Gpe1RZN.jpg,2/2/2018,0,115,Released,,Sara's Notebook,FALSE,6,113,Thriller ,Telecinco Cinema ,,"en,es,fr,it,pt,",ES ,0,,8,2,Norberto López Amado ,0,0,0,0,0,1
21317,21317,The Man Who Killed Don Quixote,en,FALSE,19116000,/7m0UQtFp3KQxUvKNr2DN9lDPdE.jpg,http://quixotemovie.com,297725,tt1318517,6.4,15685,10.198,/4o4zw2c9sfHvszIb5xpuFagnouR.jpg,5/19/2018,0,133,Released,Today's a marvelous day for adventures!,The Man Who Killed Don Quixote,FALSE,6.9,687,Adventure ,Tornasol Films ,,"en,es,",BE ,0,based on novel or book ,22,36,Terry Gilliam ,1,1,1,0,0,1
21318,21318,The Mercy,en,FALSE,18000000,/riE6pDN9PGRenopJ8v5hNyJ2kYo.jpg,http://www.themercyfilm.co.uk/home/,414001,tt3319730,6,7223,10.737,/51qWwl16Mb0hqorgffCtyENwTPP.jpg,2/9/2018,4536348,102,Released,Based on the true story,The Mercy,FALSE,5.9,180,Drama ,BBC Films ,,"en,es,",GB ,0,england ,37,85,James Marsh ,0,1,1,1,0,1
21325,21325,Proud Mary,en,FALSE,14000000,/5uy6IRYlowTeyi1uH35gVcZi1Oy.jpg,http://www.proudmary-movie.com,442064,tt6421110,4.9,8675,11.432,/5luceoVMU2FzWuyty7mZFcSY5ZW.jpg,1/12/2018,21753365,88,Released,Killing for the Man every Night and Day,Proud Mary,FALSE,5.5,337,Thriller ,Screen Gems ,,"en,",US ,2,hitman ,31,14,Babak Najafi ,0,1,0,1,0,0
21328,21328,西游记·女儿国,zh,FALSE,73000000,/nt4Xh3kig4Aph5ggRCCoZtSUNJB.jpg,http://www.wellgousa.com/theatrical/the-monkey-king-3,437543,tt6466464,5.5,1172,8.228,/5x3rbATpy0obvtUn1kVpCj3Rvtv.jpg,2/16/2018,0,114,Released,Kingdom of Women,The Monkey King 3,FALSE,6,27,Action ,Filmko Films Production Limited ,The Monkey King Collection,"zh,",CN ,0,monk ,6,3,Soi Cheang ,0,1,1,1,0,0
21329,21329,Dark Crimes,en,FALSE,4480393,/7vR0frpPSBhToKKESNfnPfDTY8y.jpg,,340674,tt1901024,4.8,14125,15.397,/bEwK1r4pmJ9huEjqrZf73NXJvFy.jpg,5/18/2018,0,93,Released,It takes a dark mind to solve a twisted crime,Dark Crimes,FALSE,4.5,250,Drama ,RatPac-Dune Entertainment ,,"en,",US ,0,sexual abuse ,29,23,Alexandros Avranas ,1,1,1,1,0,0
21331,21331,The Angel,en,FALSE,12000000,/qrBv1AZmVup94lHgpMMFdbl9pbj.jpg,,468362,tt5968274,6.6,11674,10.166,/d5vBixJD1coOvHvr8N2pbyffxFU.jpg,5/15/2018,0,114,Released,,The Angel,FALSE,6.7,187,Action ,Adama Pictures ,,"en,he,ar,",US ,0,israel ,14,7,Ariel Vromen ,1,1,1,1,0,1
21335,21335,Chappaquiddick,en,FALSE,34000000,/d4fWOKyrVgp3XsH0swUucl277O3.jpg,http://chappaquiddickmovie.com/,432301,tt5270948,6.4,11873,12.154,/kkTD7ufZd7AqAnZP5IMnrQXKRpM.jpg,4/6/2018,17904202,107,Released,The Untold True Story,Chappaquiddick,FALSE,6,172,Drama ,Apex Entertainment ,,"en,",SE ,0,massachusetts ,60,45,John Curran ,1,1,1,1,0,0
21341,21341,熊出没之变形记,zh,FALSE,0,/zrEe1agpXwggrEItLJKs7vaTA9O.jpg,,529426,tt8028526,5.4,116,13.473,/3SHjHTSbbl9bWe4dFCignISpGEA.jpg,2/16/2018,88726207,89,Released,,Boonie Bears: The Big Shrink,FALSE,7.7,3,Animation ,Fantawild Animation Inc. ,,"zh,",CN ,0,,4,6,Leon Ding ,0,1,1,0,0,0
21343,21343,RBG,en,FALSE,0,/prShXu2j9SWAbeatf1A9AobqE5O.jpg,https://www.rbgmovie.com/,493099,tt7689964,7.6,12238,12.63,/vIenhDe9DuvxODJOIpMjBheYlcS.jpg,5/4/2018,2002767,98,Released,Hero. Icon. Dissenter.,RBG,FALSE,7.6,194,Documentary ,CNN Films ,,"en,it,de,fr,",US ,0,biography ,26,10,Betsy West ,0,0,1,1,0,1
21352,21352,Il ragazzo invisibile: Seconda generazione,it,FALSE,0,/1dxeDO4MNAYey6wPD0IspSTm7tu.jpg,,433150,tt5981944,5.1,594,8.824,/oi6CgVTaDQAuCRbQqXjevlpa8kk.jpg,1/4/2018,1500000,90,Released,,The Invisible Boy: Second Generation,FALSE,6.4,219,Fantasy ,Rai Cinema ,Abdulaziz Alessa,"it,",IT ,0,,12,6,Gabriele Salvatores ,0,0,1,0,0,0
21358,21358,Собибор,ru,FALSE,0,/fx70AwHSIDkX6U8WNfUQW53SoU3.jpg,,440626,tt6324614,6.4,4112,10.288,/dnexT2if0lRTp8jsGSOY4JVAnnj.jpg,5/3/2018,4988176,110,Released,Based On a True Story That Changed The World,Sobibor,FALSE,6.6,177,Drama ,Patriot Productions ,,"de,yi,pl,ru,",RU ,0,,22,101,Konstantin Khabenskiy ,0,1,1,0,0,1
21359,21359,Dans la brume,fr,FALSE,13749400,/wTH8foVUwIDJmz3zGDPIeG2AQjN.jpg,,477489,tt5092380,5.9,5486,9.781,/sOfeAnnwKd7dATE5fjV0P7ioY1s.jpg,4/4/2018,2842040,90,Released,Don't breathe. Don't stop.,Just a Breath Away,FALSE,6,444,Drama ,Quad Productions ,,"en,fr,",CA ,0,paris ,10,53,Daniel Roby ,1,1,1,1,0,1
21362,21362,Dogman,it,FALSE,0,/mgfxkCJLvudtnTOJml5mFbHWbk0.jpg,https://www.curzonartificialeye.com/Dogman/,483184,tt6768578,7.2,22080,13.517,/eaZq1G8sJHv9f9a5IzioQlS3REX.jpg,5/17/2018,5080147,103,Released,,Dogman,FALSE,7.6,1571,Crime ,Rai Cinema ,,"it,",IT ,1,italy ,18,112,Matteo Garrone ,0,1,1,1,0,0
21363,21363,Alien Psychosis,en,FALSE,1000000,/h6xShivEaMdlLboH3hLmvaaqKPZ.jpg,,527014,tt8327962,2.2,110,8.003,/zBipFulQKHQTtwv18RKviUap72Z.jpg,2/24/2018,0,74,Released,,Alien Psychosis,FALSE,5,8,Horror ,Reality Entertainment ,,"en,",US ,0,,3,1,Jason Mills ,0,0,0,0,0,0
21365,21365,The Assassin's Code,en,FALSE,1850000,/7sDrjvHuyBONGvw2MCNcRlIDRgq.jpg,http://gravitasventures.com/theassassinscode/,516321,tt6170804,5,972,7.161,/6YaLITnYgxtYyeYi3YP1otBMxrr.jpg,5/11/2018,0,95,Released,Honor never dies,The Assassin's Code,FALSE,5.1,22,Thriller ,Serious Stooges Films ,,"en,",US ,0,detective ,6,3,David A. Armstrong ,0,1,1,1,0,0
21384,21384,A casa tutti bene,it,FALSE,0,/66e2l8Q2cYpMeMmuKX8nysUUSKe.jpg,,486101,tt7105944,5.9,2385,8.941,/j92GNi6ooPKEDj44VdrkVM6rV1f.jpg,2/14/2018,8198518,105,Released,,There Is No Place Like Home,FALSE,6.3,540,Comedy ,Lotus Productions ,,"it,",IT ,0,,18,5,Gabriele Muccino ,0,0,1,0,0,0
21385,21385,La enfermedad del domingo,es,FALSE,105000,/8ZmebybjWACuFtkb5aQkLY7600G.jpg,,442811,tt6053948,6.9,2951,9.156,/AqSYUeWKo7CfJqJh8uIzpeTuXqo.jpg,2/23/2018,0,113,Released,,Sunday's Illness,FALSE,6.8,74,Drama ,Zeta Cinema ,,"fr,es,",ES ,0,mother daughter reunion ,17,7,Ramón Salazar ,0,0,0,1,0,1
21388,21388,Feminists: What Were They Thinking?,en,FALSE,700000,/6uPii9T9SeZHbm8YBMilyrXtZo6.jpg,http://www.feministswhatweretheythinking.com/,507618,tt5419676,6.9,1769,9.321,/dmSlkxFmbZmhdsvxuVIhgmlPmRK.jpg,2/19/2018,0,86,Released,,Feminists: What Were They Thinking?,FALSE,7.9,72,Documentary ,Crazy Wisdom Productions ,,"en,",US ,1,feminism ,10,4,Johanna Demetrakas ,0,0,0,1,0,0
21393,21393,Скиф,ru,FALSE,2500000,/nEVZjrUGR9OnXkFU8vM8gZnEHUM.jpg,http://ctb.ru/en/films/the-scythian/,458027,tt7844166,6.2,2090,6.417,/tI1BO7YUGUBFlTnVGZN0wPnC4YK.jpg,1/18/2018,1053002,105,Released,The Blood of Many for the Honour of One,The Last Warrior,FALSE,6.1,76,Action ,CTB Film Company ,,"ru,",RU ,0,,13,10,Rustam Mosafir ,0,1,0,0,0,0
21395,21395,The Seagull,en,FALSE,0,/lcQP6kgH2qJn84XoE0snlv1vWWU.jpg,http://sonyclassics.com/theseagull/,341735,tt4682136,5.7,3089,10.843,/xGezCjuo1sLgRNivShDR9CETCUe.jpg,5/11/2018,1057421,98,Released,Based On The Play By Anton Chekhov,The Seagull,FALSE,5.6,57,Drama ,KGB Media ,,"en,",US ,0,love triangle ,14,10,Michael Mayer ,0,1,1,1,0,0
21397,21397,A Futile and Stupid Gesture,en,FALSE,10000000,/tWp1P6tGWSMJfmOZxs65SNV0khX.jpg,,391710,tt5566790,6.8,13755,9.12,/kyHBeRgbbhs7kVrZYblVj9u2Xbd.jpg,1/24/2018,0,101,Released,"If You Don't Watch This Movie, We'll Kill Will Forte.",A Futile and Stupid Gesture,FALSE,6.6,217,Comedy ,Abominable Pictures ,,"en,",US ,0,biography ,74,25,David Wain ,0,0,1,0,0,0
21405,21405,Utøya 22. juli,no,FALSE,688960,/z26E8i9Zw9QaPAyfRND5sU2Qrr1.jpg,,500006,tt7959216,7.2,12049,11.595,/bpa91Opnvl4XxUCycyNGvhwRWqC.jpg,3/9/2018,0,92,Released,The day that changed us forever,Utøya: July 22,FALSE,7.3,196,Drama ,Paradox Produksjon ,,"no,",NO ,1,norway ,13,10,Erik Poppe ,0,0,0,1,0,0
21414,21414,El aviso,es,FALSE,4642619,/nyX2zXQ8eePITQNG7aj8RldHGgT.jpg,https://deaplaneta.com/es/el_aviso,508018,tt3711510,5.9,5295,8.313,/zHyLc0TpcufC3ELL4yFlKHS3fAN.jpg,3/10/2018,0,93,Released,Only the past can help you solve the future,The Warning,FALSE,6.1,259,Thriller ,Film Factory ,,"es,",ES ,0,mathematician ,34,10,Daniel Calparsoro ,0,1,1,1,0,0
21416,21416,The Extraordinary Journey of the Fakir,en,FALSE,0,/6rKx3paYMRDImAkoe8q1QDSuChj.jpg,,407447,tt5371168,6.9,6246,12.089,/40ZAC1HMDL8knY9r7uJ7uwj5udy.jpg,5/30/2018,3267486,96,Released,,The Extraordinary Journey of the Fakir,FALSE,7,196,Comedy ,Brio Films ,,"en,",FR ,0,,15,25,Ken Scott ,0,1,0,0,0,0
21433,21433,Child of Satan,en,FALSE,1500000,/j8XDb7rZob7zpb7r2QTB4LdX22l.jpg,,391872,tt2268018,2.6,479,6.903,/tHAy9bqMa9dlefsiK82CVInQn6y.jpg,3/6/2018,0,96,Released,Knowledge leads to extinction.,Child of Satan,FALSE,3.4,5,Action ,Lekhraj Films Production ,,"en,",US ,0,mother ,13,18,Sam Son ,0,1,1,1,0,0
21435,21435,Benedetta follia,it,FALSE,0,/qz8rIcvQYb1APuFWjZmiDaRKoZD.jpg,,486070,tt7022404,5.8,1133,5.747,/GqBy4Bx53FXAmo079QdPIaq32R.jpg,1/11/2018,4154000,109,Released,,Blessed Madness,FALSE,6.1,327,Comedy ,Filmauro ,,"it,",IT ,0,italy ,15,15,Carlo Verdone ,0,1,0,1,0,0
21452,21452,Jusqu'à la garde,fr,FALSE,0,/fvCVwNHhF3nxnsEiXTl2npHaXIN.jpg,,451657,tt6002232,7.5,8035,10.146,/Aovc3FHXPzjWb3XZSNDfC2CPLKM.jpg,2/7/2018,81455,93,Released,,Custody,FALSE,7.5,397,Drama ,K.G Productions ,,"fr,",FR ,0,parent child relationship ,16,24,Xavier Legrand ,0,1,1,1,0,0
21472,21472,Golden Exits,en,FALSE,10000000,/hHSG6q7nP8B7ENYDLH8mGuAgVF9.jpg,,407719,tt5687814,5.8,1924,9.037,/qdNtpveLDAlODfs4o4blrN7XsxV.jpg,2/9/2018,0,94,Released,,Golden Exits,FALSE,6.1,38,Drama ,Webber Gilbert Media ,,"en,",US ,0,,14,19,Alex Ross Perry ,0,0,1,0,0,0
21476,21476,"Tuya, Mia, Te la apuesto",es,FALSE,1,/nlACHKHMKXll9wct6XiXFg4V3f5.jpg,http://www.tuyamiatelaapuesto.com/,510262,tt8007436,3.5,245,6.129,/ugJXv1qfiHTSuboIyMoOHMhxHER.jpg,3/22/2018,0,89,Released,,Penalty Kick,FALSE,5.9,8,Comedy ,,,"es,",MX ,0,,6,5,Rodrigo Triana ,0,0,0,0,0,0
21479,21479,L'Apparition,fr,FALSE,9661157,/y64dXLCrhAYYBLJYdpCYyi2ETIv.jpg,,482712,tt6559390,6.3,1262,5.23,/l4TXhyNSipy6ZvkVI7BzzhYW675.jpg,2/14/2018,3562793,139,Released,,The Apparition,FALSE,6.2,95,Drama ,Curiosa Films ,,"ar,en,fr,de,it,",BE ,1,vatican ,27,20,Xavier Giannoli ,1,0,1,1,0,1
21481,21481,Delirium,en,FALSE,1000000,/nLDznZbtOaQULLwYiEvr1oejL7E.jpg,,401732,tt3131050,3.2,776,7.215,/ztDwowdmeGQ9K1dngb2JWAvV8nr.jpg,1/19/2018,0,86,Released,Nothing escapes,Delirium,FALSE,4.4,28,Thriller ,Martini Films ,,"en,",US ,0,haunted house ,19,15,Johnny Martin ,0,1,0,1,0,0
21487,21487,पद्मावत,hi,FALSE,31000000,/50reJgWrWTXK3fvGh8idw71gxAO.jpg,,432527,tt5935704,7,27217,7.508,/5kk71s8Vmvt8XQOojevhTA5QcB0.jpg,1/25/2018,81673897,164,Released,The Goddess Queen,Padmaavat,FALSE,6.9,174,Drama ,Bhansali Productions ,,"hi,",IN ,1,husband wife relationship ,47,55,Sanjay Leela Bhansali ,0,1,1,1,0,0
